time;x;y;z;gforce
14:11:33:848;0.059;0.348;0.797;0.872
14:11:33:849;0.078;0.395;0.805;0.900
14:11:33:850;0.082;0.410;0.829;0.928
14:11:33:851;0.055;0.395;0.817;0.909
14:11:33:852;0.027;0.395;0.797;0.890
14:11:33:853;0.004;0.414;0.754;0.861
14:11:33:866;-0.004;0.457;0.719;0.852
14:11:33:876;0.004;0.504;0.719;0.878
14:11:33:896;0.004;0.508;0.743;0.900
14:11:33:916;0.012;0.485;0.797;0.933
14:11:33:927;0.008;0.465;0.825;0.947
14:11:33:947;-0.012;0.473;0.786;0.917
14:11:33:957;-0.023;0.516;0.723;0.889
14:11:33:977;-0.023;0.559;0.684;0.884
14:11:33:987;-0.016;0.567;0.700;0.901
14:11:34:7;0.008;0.547;0.797;0.967
14:11:34:18;0.020;0.524;0.880;1.024
14:11:34:37;0.004;0.524;0.876;1.020
14:11:34:57;-0.027;0.547;0.801;0.971
14:11:34:67;-0.051;0.602;0.723;0.942
14:11:34:90;-0.059;0.622;0.696;0.935
14:11:34:101;-0.047;0.606;0.731;0.951
14:11:34:118;-0.023;0.590;0.829;1.018
14:11:34:136;-0.016;0.575;0.856;1.031
14:11:34:150;-0.027;0.575;0.813;0.996
14:11:34:169;-0.035;0.594;0.782;0.983
14:11:34:180;-0.039;0.625;0.762;0.987
14:11:34:203;-0.023;0.633;0.778;1.003
14:11:34:209;-0.016;0.633;0.817;1.034
14:11:34:229;-0.020;0.618;0.837;1.040
14:11:34:238;-0.023;0.622;0.825;1.033
14:11:34:258;-0.043;0.614;0.786;0.998
14:11:34:278;-0.043;0.622;0.778;0.997
14:11:34:288;-0.039;0.633;0.782;1.007
14:11:34:308;-0.031;0.641;0.790;1.018
14:11:34:332;-0.016;0.637;0.801;1.024
14:11:34:339;-0.012;0.629;0.809;1.025
14:11:34:349;-0.016;0.622;0.751;0.975
14:11:34:370;-0.023;0.625;0.692;0.933
14:11:34:379;-0.027;0.637;0.668;0.924
14:11:34:400;-0.020;0.637;0.692;0.941
14:11:34:420;-0.004;0.633;0.739;0.973
14:11:34:429;0.016;0.629;0.809;1.025
14:11:34:449;0.027;0.579;0.813;0.998
14:11:34:469;-0.004;0.625;0.786;1.004
14:11:34:479;-0.023;0.633;0.739;0.973
14:11:34:489;-0.023;0.641;0.727;0.970
14:11:34:509;-0.023;0.649;0.754;0.995
14:11:34:532;-0.031;0.614;0.778;0.991
14:11:34:537;-0.066;0.594;0.774;0.978
14:11:34:559;-0.098;0.618;0.723;0.956
14:11:34:567;-0.121;0.665;0.684;0.961
14:11:34:589;-0.133;0.700;0.688;0.990
14:11:34:598;-0.121;0.700;0.731;1.019
14:11:34:622;-0.090;0.649;0.801;1.035
14:11:34:637;-0.055;0.618;0.844;1.048
14:11:34:647;-0.023;0.571;0.848;1.023
14:11:34:667;-0.012;0.551;0.837;1.002
14:11:34:680;0.004;0.582;0.825;1.010
14:11:34:699;0.016;0.618;0.801;1.012
14:11:34:708;0.027;0.641;0.801;1.027
14:11:34:729;0.055;0.637;0.833;1.050
14:11:34:741;0.047;0.625;0.817;1.030
14:11:34:759;0.020;0.614;0.790;1.000
14:11:34:779;0.027;0.618;0.801;1.012
14:11:34:789;0.035;0.629;0.837;1.047
14:11:34:810;0.078;0.629;0.903;1.103
14:11:34:819;0.113;0.637;0.950;1.149
14:11:34:840;0.109;0.637;0.938;1.139
14:11:34:849;0.094;0.637;0.907;1.112
14:11:34:870;0.039;0.610;0.856;1.052
14:11:34:890;-0.008;0.594;0.821;1.013
14:11:34:899;-0.020;0.590;0.805;0.999
14:11:34:920;-0.027;0.614;0.782;0.994
14:11:34:929;-0.047;0.676;0.711;0.983
14:11:34:950;-0.043;0.684;0.700;0.979
14:11:34:959;-0.055;0.692;0.739;1.014
14:11:34:979;-0.059;0.665;0.739;0.995
14:11:35:0;-0.031;0.625;0.782;1.002
14:11:35:9;0.004;0.633;0.829;1.043
14:11:35:29;0.043;0.622;0.880;1.078
14:11:35:39;0.055;0.633;0.969;1.159
14:11:35:59;0.078;0.625;0.962;1.150
14:11:35:69;0.074;0.625;0.895;1.095
14:11:35:89;0.063;0.645;0.833;1.055
14:11:35:133;0.039;0.661;0.762;1.009
14:11:35:139;0.039;0.680;0.762;1.022
14:11:35:153;0.035;0.719;0.844;1.110
14:11:35:159;0.090;0.766;0.903;1.188
14:11:35:169;0.117;0.762;0.860;1.155
14:11:35:181;0.149;0.782;0.751;1.094
14:11:35:196;0.207;0.817;0.762;1.136
14:11:35:217;0.274;0.782;0.903;1.225
14:11:35:232;0.309;0.731;0.938;1.229
14:11:35:249;0.293;0.727;0.797;1.118
14:11:35:260;0.250;0.809;0.567;1.019
14:11:35:437;0.227;0.860;0.426;0.986
14:11:35:440;0.235;0.856;0.379;0.965
14:11:35:441;0.262;0.852;0.407;0.980
14:11:35:443;0.301;0.833;0.364;0.957
14:11:35:446;0.321;0.856;0.242;0.946
14:11:35:448;0.266;0.911;0.082;0.952
14:11:35:449;0.172;0.880;-0.082;0.900
14:11:35:449;0.113;0.860;-0.176;0.885
14:11:35:450;0.184;0.833;-0.192;0.874
14:11:35:451;0.215;0.856;-0.250;0.917
14:11:35:452;0.203;0.856;-0.321;0.936
14:11:35:453;0.172;0.872;-0.399;0.974
14:11:35:467;0.106;0.860;-0.469;0.985
14:11:35:477;0.109;0.817;-0.473;0.950
14:11:35:513;0.156;0.797;-0.434;0.921
14:11:35:516;0.199;0.825;-0.395;0.936
14:11:35:527;0.219;0.860;-0.453;0.997
14:11:35:553;0.160;0.837;-0.512;0.994
14:11:35:559;0.098;0.797;-0.532;0.963
14:11:35:577;0.078;0.817;-0.485;0.953
14:11:35:586;0.086;0.864;-0.477;0.990
14:11:35:610;0.117;0.919;-0.508;1.056
14:11:35:616;0.137;0.942;-0.524;1.087
14:11:35:637;0.141;0.950;-0.516;1.090
14:11:35:648;0.133;0.911;-0.520;1.057
14:11:35:667;0.117;0.899;-0.500;1.036
14:11:35:687;0.109;0.919;-0.473;1.039
14:11:35:697;0.117;0.938;-0.477;1.059
14:11:35:717;0.137;0.954;-0.496;1.084
14:11:35:729;0.133;0.954;-0.524;1.096
14:11:35:747;0.113;0.923;-0.508;1.059
14:11:35:762;0.106;0.903;-0.481;1.028
14:11:35:779;0.102;0.915;-0.469;1.033
14:11:35:797;0.102;0.919;-0.461;1.033
14:11:35:813;0.090;0.942;-0.473;1.058
14:11:35:830;0.074;0.958;-0.493;1.079
14:11:35:838;0.066;0.942;-0.473;1.056
14:11:35:863;0.047;0.915;-0.485;1.036
14:11:35:868;0.027;0.915;-0.473;1.030
14:11:35:894;0.027;0.934;-0.426;1.027
14:11:35:914;0.047;0.973;-0.348;1.035
14:11:35:929;0.074;0.997;-0.301;1.044
14:11:35:947;0.082;1.008;-0.317;1.060
14:11:35:952;0.082;1.012;-0.340;1.071
14:11:35:982;0.066;1.001;-0.332;1.056
14:11:35:983;0.063;0.981;-0.270;1.019
14:11:35:996;0.074;0.950;-0.242;0.983
14:11:36:17;0.063;0.934;-0.281;0.978
14:11:36:30;0.023;0.942;-0.324;0.997
14:11:36:52;0.035;0.919;-0.297;0.966
14:11:36:60;0.082;0.903;-0.285;0.951
14:11:36:77;0.125;0.903;-0.293;0.958
14:11:36:87;0.117;0.911;-0.305;0.968
14:11:36:107;0.066;0.934;-0.321;0.990
14:11:36:117;0.016;0.950;-0.301;0.997
14:11:36:143;0.012;0.962;-0.254;0.995
14:11:36:158;0.031;0.965;-0.250;0.998
14:11:36:169;0.039;0.934;-0.242;0.966
14:11:36:188;0.039;0.954;-0.235;0.983
14:11:36:198;0.059;1.005;-0.192;1.024
14:11:36:219;0.074;1.063;-0.152;1.077
14:11:36:229;0.098;1.083;-0.117;1.093
14:11:36:253;0.121;1.102;-0.078;1.112
14:11:36:270;0.141;1.106;-0.027;1.115
14:11:36:279;0.094;1.102;0.012;1.106
14:11:36:299;0.031;1.114;-0.098;1.119
14:11:36:309;0.008;1.044;-0.168;1.057
14:11:36:329;0.012;0.969;-0.192;0.988
14:11:36:339;0.027;0.923;-0.192;0.943
14:11:36:359;0.055;0.942;-0.184;0.961
14:11:36:370;0.078;0.997;-0.172;1.015
14:11:36:389;0.090;1.036;-0.156;1.051
14:11:36:410;0.117;1.059;-0.164;1.078
14:11:36:421;0.145;1.048;-0.160;1.070
14:11:36:440;0.117;1.051;-0.172;1.072
14:11:36:450;0.094;1.024;-0.145;1.039
14:11:36:470;0.086;0.997;-0.102;1.006
14:11:36:479;0.106;1.001;-0.121;1.013
14:11:36:499;0.117;1.001;-0.129;1.016
14:11:36:520;0.098;1.012;-0.133;1.026
14:11:36:529;0.074;1.005;-0.125;1.015
14:11:36:549;0.043;0.969;-0.090;0.975
14:11:36:559;0.016;0.930;-0.070;0.933
14:11:36:579;0.012;0.930;-0.082;0.934
14:11:36:589;0.043;0.985;-0.102;0.991
14:11:36:609;0.078;1.051;-0.098;1.059
14:11:36:638;0.086;1.083;-0.106;1.091
14:11:36:639;0.066;1.067;-0.090;1.073
14:11:36:660;0.047;1.028;-0.082;1.032
14:11:36:667;0.039;1.012;-0.082;1.016
14:11:36:687;0.055;1.028;-0.070;1.032
14:11:36:697;0.082;1.067;-0.066;1.072
14:11:36:717;0.102;1.075;-0.066;1.082
14:11:36:731;0.106;1.059;-0.066;1.067
14:11:36:751;0.090;1.008;-0.047;1.014
14:11:36:770;0.066;0.969;-0.051;0.973
14:11:36:779;0.059;0.969;-0.074;0.974
14:11:36:802;0.066;0.997;-0.070;1.001
14:11:36:812;0.090;1.044;-0.086;1.051
14:11:36:829;0.106;1.044;-0.090;1.053
14:11:37:77;0.113;1.024;-0.066;1.033
14:11:37:78;0.109;0.997;-0.055;1.004
14:11:37:79;0.098;0.981;-0.039;0.987
14:11:37:80;0.070;0.985;-0.043;0.988
14:11:37:81;0.051;1.005;-0.047;1.007
14:11:37:81;0.059;1.028;-0.039;1.030
14:11:37:82;0.082;1.040;0.000;1.043
14:11:37:86;0.102;1.024;0.023;1.029
14:11:37:87;0.109;1.020;0.023;1.026
14:11:37:89;0.102;1.016;-0.020;1.022
14:11:37:91;0.078;1.016;-0.066;1.021
14:11:37:92;0.086;1.048;-0.129;1.059
14:11:37:93;0.106;1.059;-0.121;1.071
14:11:37:93;0.152;1.044;0.016;1.055
14:11:37:94;0.160;1.055;0.094;1.072
14:11:37:98;0.117;1.075;0.113;1.087
14:11:37:99;0.059;1.044;0.113;1.051
14:11:37:107;0.004;0.969;0.113;0.976
14:11:37:126;0.020;0.837;0.250;0.873
14:11:37:136;0.051;0.766;0.473;0.902
14:11:37:156;0.008;0.794;0.555;0.968
14:11:37:176;-0.074;0.809;0.504;0.956
14:11:37:186;-0.145;0.782;0.391;0.886
14:11:37:206;-0.184;0.739;0.332;0.831
14:11:37:217;-0.102;0.676;0.543;0.873
14:11:37:238;-0.106;0.708;0.688;0.992
14:11:37:247;-0.152;0.774;0.653;1.024
14:11:37:267;-0.223;0.790;0.528;0.975
14:11:37:277;-0.246;0.778;0.438;0.926
14:11:37:297;-0.180;0.711;0.547;0.915
14:11:37:317;-0.059;0.653;0.821;1.050
14:11:37:327;-0.109;0.676;0.903;1.133
14:11:37:347;-0.184;0.684;0.817;1.081
14:11:37:357;-0.199;0.700;0.657;0.980
14:11:37:379;-0.199;0.735;0.543;0.935
14:11:37:388;-0.121;0.692;0.688;0.983
14:11:37:408;-0.031;0.633;0.969;1.158
14:11:37:419;-0.055;0.684;1.063;1.265
14:11:37:440;-0.133;0.657;0.856;1.087
14:11:37:459;-0.133;0.684;0.715;0.999
14:11:37:470;-0.117;0.696;0.700;0.994
14:11:37:491;-0.113;0.665;0.758;1.015
14:11:37:500;-0.078;0.622;0.907;1.102
14:11:37:520;-0.066;0.629;0.919;1.115
14:11:37:529;-0.090;0.594;0.805;1.005
14:11:37:550;-0.078;0.602;0.723;0.944
14:11:37:570;-0.004;0.676;0.704;0.976
14:11:37:579;0.047;0.684;0.770;1.031
14:11:37:599;0.074;0.668;0.946;1.161
14:11:37:609;0.027;0.610;0.938;1.119
14:11:37:641;-0.051;0.563;0.786;0.968
14:11:37:645;-0.043;0.571;0.692;0.898
14:11:37:658;0.016;0.618;0.731;0.957
14:11:37:678;0.063;0.625;0.840;1.049
14:11:37:688;0.043;0.618;0.880;1.076
14:11:37:708;0.031;0.586;0.840;1.025
14:11:37:719;0.016;0.590;0.790;0.986
14:11:37:731;0.023;0.606;0.754;0.968
14:11:37:747;0.047;0.598;0.794;0.995
14:11:37:772;0.063;0.602;0.844;1.039
14:11:37:781;0.066;0.571;0.919;1.083
14:11:37:799;0.047;0.528;0.977;1.112
14:11:37:818;0.012;0.508;0.923;1.053
14:11:37:828;0.027;0.512;0.895;1.032
14:11:37:850;0.070;0.547;0.891;1.048
14:11:37:858;0.109;0.579;0.876;1.055
14:11:37:881;0.117;0.594;0.844;1.039
14:11:37:889;0.113;0.579;0.833;1.020
14:11:37:911;0.113;0.563;0.825;1.005
14:11:37:929;0.113;0.571;0.813;1.000
14:11:37:939;0.145;0.598;0.817;1.023
14:11:37:960;0.141;0.594;0.809;1.014
14:11:37:969;0.117;0.582;0.825;1.016
14:11:37:990;0.113;0.582;0.825;1.016
14:11:37:999;0.113;0.582;0.809;1.003
14:11:38:20;0.113;0.590;0.805;1.005
14:11:38:39;0.113;0.610;0.794;1.007
14:11:38:49;0.125;0.610;0.794;1.009
14:11:38:70;0.113;0.594;0.786;0.992
14:11:38:79;0.109;0.586;0.790;0.990
14:11:38:99;0.125;0.590;0.790;0.994
14:11:38:109;0.129;0.602;0.801;1.011
14:11:38:141;0.125;0.606;0.805;1.015
14:11:38:154;0.141;0.622;0.762;0.994
14:11:38:159;0.168;0.579;0.778;0.984
14:11:38:203;0.152;0.602;0.774;0.992
14:11:38:204;0.141;0.618;0.762;0.991
14:11:38:207;0.121;0.622;0.770;0.997
14:11:38:223;0.133;0.614;0.786;1.006
14:11:38:241;0.152;0.618;0.790;1.014
14:11:38:261;0.160;0.618;0.790;1.015
14:11:38:267;0.145;0.618;0.778;1.004
14:11:38:292;0.137;0.625;0.762;0.995
14:11:38:308;0.117;0.625;0.770;0.999
14:11:38:317;0.133;0.637;0.790;1.023
14:11:38:327;0.137;0.629;0.801;1.028
14:11:38:347;0.145;0.629;0.813;1.038
14:11:38:362;0.156;0.637;0.813;1.045
14:11:38:381;0.149;0.633;0.801;1.032
14:11:38:401;0.121;0.633;0.794;1.022
14:11:38:648;0.125;0.633;0.786;1.017
14:11:38:650;0.133;0.637;0.790;1.023
14:11:38:651;0.141;0.633;0.786;1.019
14:11:38:652;0.141;0.622;0.782;1.009
14:11:38:653;0.133;0.618;0.782;1.005
14:11:38:654;0.125;0.618;0.770;0.995
14:11:38:655;0.117;0.622;0.762;0.990
14:11:38:656;0.121;0.622;0.751;0.982
14:11:38:657;0.129;0.625;0.751;0.985
14:11:38:658;0.133;0.622;0.758;0.989
14:11:38:659;0.133;0.622;0.762;0.992
14:11:38:679;0.129;0.625;0.758;0.991
14:11:38:680;0.113;0.629;0.751;0.986
14:11:38:681;0.117;0.637;0.754;0.994
14:11:38:682;0.121;0.633;0.766;1.001
14:11:38:683;0.133;0.633;0.774;1.009
14:11:38:684;0.137;0.633;0.782;1.015
14:11:38:684;0.129;0.637;0.786;1.020
14:11:38:707;0.133;0.637;0.794;1.026
14:11:38:708;0.129;0.637;0.790;1.023
14:11:38:727;0.129;0.641;0.786;1.022
14:11:38:736;0.125;0.637;0.782;1.016
14:11:38:756;0.125;0.625;0.770;1.000
14:11:38:766;0.125;0.625;0.766;0.997
14:11:38:786;0.129;0.629;0.766;1.000
14:11:38:796;0.129;0.633;0.766;1.002
14:11:38:816;0.129;0.633;0.770;1.005
14:11:38:836;0.125;0.629;0.766;0.999
14:11:38:846;0.121;0.629;0.754;0.990
14:11:38:866;0.125;0.629;0.751;0.987
14:11:38:876;0.129;0.629;0.754;0.991
14:11:38:897;0.125;0.633;0.766;1.002
14:11:38:907;0.125;0.637;0.778;1.013
14:11:38:930;0.125;0.633;0.782;1.014
14:11:38:947;0.137;0.637;0.778;1.015
14:11:38:957;0.133;0.637;0.762;1.002
14:11:38:978;0.133;0.645;0.758;1.004
14:11:38:988;0.129;0.645;0.754;1.001
14:11:39:7;0.113;0.641;0.766;1.005
14:11:39:48;0.117;0.633;0.778;1.010
14:11:39:51;0.129;0.633;0.790;1.020
14:11:39:60;0.137;0.641;0.790;1.026
14:11:39:69;0.145;0.649;0.770;1.017
14:11:39:101;0.133;0.645;0.751;0.998
14:11:39:104;0.117;0.637;0.743;0.986
14:11:39:131;0.113;0.637;0.747;0.988
14:11:39:135;0.121;0.633;0.766;1.001
14:11:39:149;0.141;0.633;0.782;1.016
14:11:39:169;0.145;0.637;0.786;1.022
14:11:39:178;0.145;0.641;0.770;1.012
14:11:39:202;0.141;0.645;0.758;1.005
14:11:39:220;0.117;0.637;0.743;0.986
14:11:39:231;0.117;0.637;0.751;0.991
14:11:39:238;0.125;0.637;0.766;1.004
14:11:39:260;0.121;0.629;0.770;1.002
14:11:39:270;0.137;0.637;0.774;1.012
14:11:39:288;0.141;0.645;0.770;1.014
14:11:39:329;0.129;0.641;0.762;1.004
14:11:39:332;0.125;0.637;0.758;0.998
14:11:39:338;0.121;0.633;0.758;0.995
14:11:39:349;0.125;0.633;0.782;1.014
14:11:39:369;0.137;0.641;0.786;1.023
14:11:39:378;0.129;0.637;0.778;1.014
14:11:39:398;0.125;0.633;0.762;0.999
14:11:39:419;0.125;0.637;0.754;0.995
14:11:39:429;0.121;0.641;0.751;0.994
14:11:39:449;0.129;0.645;0.758;1.004
14:11:39:461;0.129;0.649;0.774;1.018
14:11:39:479;0.129;0.637;0.782;1.017
14:11:39:489;0.121;0.633;0.790;1.019
14:11:39:509;0.121;0.633;0.794;1.022
14:11:39:520;0.137;0.657;0.790;1.036
14:11:39:539;0.156;0.672;0.766;1.031
14:11:39:559;0.188;0.676;0.754;1.030
14:11:39:567;0.215;0.704;0.786;1.076
14:11:39:588;0.223;0.711;0.786;1.083
14:11:39:597;0.164;0.661;0.735;1.002
14:11:39:617;0.203;0.684;0.774;1.053
14:11:39:627;0.285;0.731;0.813;1.130
14:11:39:650;0.336;0.770;0.754;1.129
14:11:39:670;0.461;0.794;0.930;1.307
14:11:39:721;0.367;0.782;0.919;1.261
14:11:39:729;0.293;0.751;0.903;1.210
14:11:39:732;0.242;0.774;0.708;1.076
14:11:39:740;0.188;0.786;0.512;0.956
14:11:39:744;0.227;0.786;0.410;0.915
14:11:39:756;0.281;0.817;0.328;0.924
14:11:39:778;0.281;0.856;0.109;0.908
14:11:39:787;0.211;0.872;-0.117;0.905
14:11:39:819;0.156;0.876;-0.301;0.939
14:11:39:827;0.106;0.844;-0.328;0.912
14:11:39:841;0.113;0.817;-0.391;0.913
14:11:39:847;0.168;0.856;-0.489;1.000
14:11:39:867;0.227;0.891;-0.532;1.062
14:11:39:891;0.207;0.883;-0.461;1.018
14:11:39:900;0.160;0.856;-0.410;0.963
14:11:39:920;0.137;0.829;-0.407;0.933
14:11:39:931;0.156;0.844;-0.371;0.936
14:11:39:951;0.199;0.876;-0.344;0.962
14:11:39:960;0.227;0.895;-0.293;0.969
14:11:40:173;0.274;0.926;-0.219;0.990
14:11:40:177;0.332;0.934;-0.156;1.004
14:11:40:178;0.387;0.977;-0.113;1.057
14:11:40:180;0.414;1.016;-0.070;1.100
14:11:40:181;0.399;1.008;0.004;1.084
14:11:40:182;0.379;0.950;0.125;1.030
14:11:40:183;0.289;0.887;0.242;0.964
14:11:40:187;0.266;0.860;0.367;0.972
14:11:40:188;0.203;0.797;0.485;0.955
14:11:40:190;0.117;0.754;0.582;0.960
14:11:40:193;0.109;0.747;0.684;1.018
14:11:40:194;0.063;0.692;0.778;1.043
14:11:40:198;0.004;0.618;0.837;1.040
14:11:40:199;0.004;0.602;0.786;0.990
14:11:40:200;-0.043;0.590;0.751;0.956
14:11:40:207;-0.063;0.582;0.786;0.980
14:11:40:227;0.008;0.598;0.837;1.028
14:11:40:241;0.016;0.590;0.891;1.069
14:11:40:258;-0.023;0.547;0.946;1.093
14:11:40:278;-0.043;0.516;0.926;1.061
14:11:40:294;-0.051;0.516;0.852;0.997
14:11:40:334;-0.047;0.547;0.813;0.981
14:11:40:344;-0.023;0.567;0.813;0.991
14:11:40:345;-0.027;0.547;0.833;0.997
14:11:40:356;-0.031;0.528;0.868;1.016
14:11:40:367;-0.008;0.512;0.919;1.052
14:11:40:391;-0.031;0.504;0.919;1.048
14:11:40:397;-0.051;0.504;0.883;1.018
14:11:40:418;-0.035;0.520;0.876;1.019
14:11:40:428;-0.043;0.512;0.876;1.015
14:11:40:451;-0.039;0.500;0.864;0.999
14:11:40:459;-0.031;0.504;0.848;0.987
14:11:40:479;-0.043;0.500;0.860;0.996
14:11:40:501;-0.035;0.516;0.860;1.003
14:11:40:509;-0.012;0.536;0.880;1.030
14:11:40:529;0.000;0.536;0.880;1.030
14:11:40:539;0.016;0.528;0.872;1.019
14:11:40:559;0.023;0.532;0.876;1.025
14:11:40:569;0.020;0.524;0.903;1.044
14:11:40:591;0.000;0.520;0.899;1.039
14:11:40:611;-0.008;0.528;0.883;1.029
14:11:40:620;-0.008;0.524;0.887;1.030
14:11:40:639;0.000;0.528;0.899;1.042
14:11:40:649;0.020;0.543;0.872;1.027
14:11:40:669;0.020;0.547;0.844;1.006
14:11:40:679;0.016;0.547;0.844;1.006
14:11:40:700;0.012;0.539;0.840;0.999
14:11:40:720;0.008;0.528;0.856;1.006
14:11:40:729;0.012;0.536;0.844;1.000
14:11:40:749;0.023;0.559;0.809;0.984
14:11:40:781;0.051;0.563;0.829;1.003
14:11:40:782;0.023;0.547;0.790;0.961
14:11:40:822;0.012;0.559;0.786;0.964
14:11:40:823;0.020;0.555;0.829;0.998
14:11:40:829;0.031;0.563;0.860;1.028
14:11:40:838;0.055;0.567;0.883;1.051
14:11:40:857;0.035;0.575;0.848;1.025
14:11:40:866;0.016;0.547;0.813;0.980
14:11:40:886;-0.008;0.543;0.833;0.994
14:11:40:896;-0.004;0.547;0.848;1.009
14:11:40:916;-0.012;0.559;0.860;1.026
14:11:40:937;-0.004;0.575;0.848;1.025
14:11:40:947;0.012;0.590;0.840;1.027
14:11:41:24;0.012;0.586;0.782;0.977
14:11:41:25;0.012;0.586;0.786;0.980
14:11:41:51;0.008;0.575;0.797;0.983
14:11:41:52;0.016;0.571;0.817;0.997
14:11:41:52;0.043;0.579;0.837;1.018
14:11:41:56;0.098;0.625;0.829;1.043
14:11:41:76;0.129;0.665;0.794;1.043
14:11:41:95;0.109;0.653;0.766;1.012
14:11:41:106;0.094;0.625;0.786;1.009
14:11:41:116;0.063;0.602;0.805;1.007
14:11:41:136;0.066;0.602;0.801;1.004
14:11:41:156;0.102;0.625;0.794;1.015
14:11:41:166;0.117;0.653;0.766;1.013
14:11:41:187;0.121;0.665;0.739;1.001
14:11:41:197;0.106;0.653;0.723;0.980
14:11:41:221;0.106;0.657;0.751;1.003
14:11:41:228;0.113;0.665;0.754;1.012
14:11:41:249;0.117;0.672;0.747;1.012
14:11:41:257;0.106;0.672;0.727;0.996
14:11:41:278;0.094;0.665;0.719;0.984
14:11:41:299;0.102;0.657;0.747;0.999
14:11:41:308;0.106;0.661;0.766;1.017
14:11:41:342;0.113;0.672;0.762;1.023
14:11:41:345;0.117;0.684;0.751;1.022
14:11:41:358;0.106;0.680;0.751;1.018
14:11:41:369;0.109;0.684;0.758;1.027
14:11:41:389;0.109;0.680;0.743;1.013
14:11:41:408;0.102;0.668;0.735;0.999
14:11:41:419;0.102;0.665;0.735;0.996
14:11:41:439;0.102;0.665;0.727;0.990
14:11:41:449;0.106;0.680;0.743;1.013
14:11:41:469;0.121;0.692;0.747;1.025
14:11:41:479;0.125;0.680;0.747;1.018
14:11:41:500;0.121;0.672;0.751;1.015
14:11:41:509;0.113;0.668;0.739;1.003
14:11:41:529;0.117;0.672;0.727;0.997
14:11:41:550;0.113;0.676;0.723;0.997
14:11:41:784;0.109;0.676;0.731;1.002
14:11:41:787;0.113;0.676;0.731;1.002
14:11:41:788;0.121;0.676;0.727;1.000
14:11:41:789;0.141;0.684;0.739;1.017
14:11:41:790;0.141;0.684;0.743;1.019
14:11:41:791;0.129;0.688;0.743;1.021
14:11:41:794;0.113;0.684;0.735;1.010
14:11:41:797;0.098;0.668;0.727;0.992
14:11:41:798;0.113;0.680;0.723;0.999
14:11:41:799;0.137;0.696;0.719;1.010
14:11:41:800;0.145;0.696;0.708;1.003
14:11:41:801;0.145;0.696;0.700;0.997
14:11:41:803;0.141;0.696;0.723;1.013
14:11:41:804;0.125;0.688;0.719;1.003
14:11:41:829;0.121;0.684;0.727;1.006
14:11:41:837;0.145;0.704;0.704;1.005
14:11:41:839;0.160;0.692;0.688;0.989
14:11:41:839;0.156;0.708;0.708;1.013
14:11:41:840;0.160;0.708;0.704;1.011
14:11:41:875;0.168;0.719;0.719;1.031
14:11:41:877;0.184;0.723;0.723;1.039
14:11:41:888;0.215;0.743;0.762;1.086
14:11:41:906;0.188;0.743;0.758;1.078
14:11:41:920;0.199;0.743;0.715;1.050
14:11:41:936;0.199;0.743;0.751;1.075
14:11:41:946;0.133;0.708;0.751;1.040
14:11:41:966;0.055;0.653;0.676;0.942
14:11:41:986;-0.012;0.618;0.680;0.919
14:11:41:996;-0.031;0.633;0.739;0.974
14:11:42:18;0.008;0.661;0.754;1.003
14:11:42:31;0.047;0.672;0.684;0.960
14:11:42:47;0.094;0.696;0.657;0.961
14:11:42:57;0.102;0.700;0.649;0.960
14:11:42:78;0.098;0.700;0.668;0.973
14:11:42:98;0.109;0.708;0.704;1.004
14:11:42:107;0.113;0.708;0.715;1.012
14:11:42:130;0.137;0.704;0.735;1.027
14:11:42:138;0.133;0.692;0.743;1.024
14:11:42:158;0.106;0.676;0.723;0.996
14:11:42:170;0.098;0.684;0.735;1.009
14:11:42:191;0.102;0.696;0.735;1.017
14:11:42:199;0.113;0.704;0.735;1.024
14:11:42:232;0.129;0.708;0.731;1.025
14:11:42:239;0.109;0.688;0.711;0.996
14:11:42:249;0.090;0.680;0.676;0.963
14:11:42:284;0.125;0.711;0.743;1.036
14:11:42:317;0.137;0.708;0.735;1.029
14:11:42:318;0.141;0.700;0.739;1.027
14:11:42:326;0.125;0.696;0.751;1.031
14:11:42:340;0.094;0.676;0.692;0.972
14:11:42:363;0.094;0.684;0.684;0.972
14:11:42:376;0.086;0.680;0.731;1.002
14:11:42:387;0.094;0.688;0.754;1.025
14:11:42:406;0.106;0.708;0.727;1.020
14:11:42:417;0.086;0.680;0.715;0.991
14:11:42:436;0.059;0.672;0.739;1.001
14:11:42:453;0.066;0.680;0.770;1.030
14:11:42:469;0.078;0.684;0.786;1.045
14:11:42:492;0.106;0.696;0.766;1.040
14:11:42:524;0.109;0.688;0.731;1.010
14:11:42:539;0.094;0.665;0.743;1.001
14:11:42:542;0.078;0.653;0.754;1.001
14:11:42:557;0.078;0.657;0.758;1.006
14:11:42:567;0.094;0.665;0.782;1.030
14:11:42:580;0.102;0.665;0.782;1.031
14:11:42:598;0.109;0.665;0.774;1.026
14:11:42:607;0.086;0.657;0.747;0.998
14:11:42:627;0.078;0.665;0.743;1.000
14:11:42:637;0.082;0.665;0.743;1.000
14:11:42:659;0.094;0.676;0.766;1.026
14:11:42:671;0.102;0.680;0.754;1.021
14:11:42:691;0.102;0.668;0.731;0.996
14:11:42:710;0.094;0.657;0.731;0.987
14:11:42:719;0.086;0.657;0.723;0.981
14:11:42:739;0.094;0.665;0.731;0.992
14:11:42:749;0.090;0.665;0.735;0.995
14:11:42:769;0.106;0.668;0.743;1.005
